time,value,qaqc_flag_id,cdec_code,analyte_name
8/27/2021 6:12,19664.1,G,TRB,Specific Conductance
8/27/2021 5:27,19692.7,G,TRB,Specific Conductance
8/27/2021 5:42,19684.7,G,TRB,Specific Conductance
8/27/2021 5:57,19669.2,G,TRB,Specific Conductance
8/27/2021 6:27,19667.2,G,TRB,Specific Conductance
8/27/2021 6:42,19657.1,G,TRB,Specific Conductance
8/27/2021 6:57,19664.5,G,TRB,Specific Conductance
8/27/2021 7:12,19693.7,G,TRB,Specific Conductance
8/27/2021 7:27,19750.5,G,TRB,Specific Conductance
8/27/2021 7:42,19901.3,G,TRB,Specific Conductance
8/27/2021 7:57,20054.5,G,TRB,Specific Conductance
8/27/2021 8:57,20725.7,G,TRB,Specific Conductance
8/27/2021 8:12,20205,G,TRB,Specific Conductance
8/27/2021 8:27,20359.2,G,TRB,Specific Conductance
8/27/2021 8:42,20525.8,G,TRB,Specific Conductance
8/27/2021 9:12,20930.7,G,TRB,Specific Conductance
8/27/2021 9:27,21089.8,G,TRB,Specific Conductance
8/27/2021 9:42,21232.4,G,TRB,Specific Conductance
8/27/2021 9:57,21368,G,TRB,Specific Conductance
8/27/2021 10:12,21482,G,TRB,Specific Conductance
8/27/2021 10:27,21564.3,G,TRB,Specific Conductance
8/27/2021 10:42,21606,G,TRB,Specific Conductance
8/27/2021 12:12,21364.4,G,TRB,Specific Conductance
8/27/2021 11:42,21693.9,G,TRB,Specific Conductance
8/27/2021 11:57,21675.6,G,TRB,Specific Conductance
8/27/2021 12:27,20422.4,G,TRB,Specific Conductance
8/27/2021 12:42,20269.5,G,TRB,Specific Conductance
8/27/2021 12:57,20273.4,G,TRB,Specific Conductance
8/27/2021 13:12,20296.8,G,TRB,Specific Conductance
8/27/2021 13:27,20236.1,G,TRB,Specific Conductance
8/27/2021 13:42,19979,G,TRB,Specific Conductance
8/27/2021 13:57,19918,G,TRB,Specific Conductance
8/27/2021 14:12,19861,G,TRB,Specific Conductance
8/27/2021 14:27,19813.8,G,TRB,Specific Conductance
8/27/2021 14:42,19761.9,G,TRB,Specific Conductance
8/27/2021 14:57,19764.4,G,TRB,Specific Conductance
8/27/2021 15:12,19757.1,G,TRB,Specific Conductance
8/27/2021 15:27,19775.7,G,TRB,Specific Conductance
8/27/2021 15:42,19776.4,G,TRB,Specific Conductance
8/27/2021 15:57,19790.3,G,TRB,Specific Conductance
8/27/2021 16:12,19804.4,G,TRB,Specific Conductance
8/27/2021 16:27,19799.8,G,TRB,Specific Conductance
8/27/2021 16:42,19793.9,G,TRB,Specific Conductance
8/27/2021 16:57,19805.4,G,TRB,Specific Conductance
8/27/2021 17:12,19829.3,G,TRB,Specific Conductance
8/27/2021 17:27,19820.2,G,TRB,Specific Conductance
8/27/2021 17:42,19816.8,G,TRB,Specific Conductance
8/27/2021 17:57,19819.1,G,TRB,Specific Conductance
8/27/2021 19:12,19846.7,G,TRB,Specific Conductance
8/27/2021 10:57,21657.2,G,TRB,Specific Conductance
8/27/2021 11:12,21687,G,TRB,Specific Conductance
8/27/2021 11:27,21696.8,G,TRB,Specific Conductance
8/27/2021 18:12,19845.9,G,TRB,Specific Conductance
8/27/2021 18:27,19844.4,G,TRB,Specific Conductance
8/27/2021 18:42,19833.9,G,TRB,Specific Conductance
8/27/2021 18:57,19829.7,G,TRB,Specific Conductance
8/27/2021 19:27,19852.1,G,TRB,Specific Conductance
8/27/2021 19:42,19858.3,G,TRB,Specific Conductance
8/27/2021 19:57,19875,G,TRB,Specific Conductance
8/27/2021 20:12,19889,G,TRB,Specific Conductance
8/27/2021 20:27,19931.2,G,TRB,Specific Conductance
8/27/2021 20:42,20041,G,TRB,Specific Conductance
8/27/2021 20:57,20198.4,G,TRB,Specific Conductance
8/27/2021 21:12,20342.4,G,TRB,Specific Conductance
8/27/2021 21:27,20469.4,G,TRB,Specific Conductance
8/27/2021 21:42,20571.1,G,TRB,Specific Conductance
8/27/2021 21:57,20656.8,G,TRB,Specific Conductance
8/27/2021 22:12,20723.8,G,TRB,Specific Conductance
8/27/2021 22:27,20795.3,G,TRB,Specific Conductance
8/27/2021 22:42,20844,G,TRB,Specific Conductance
8/27/2021 23:42,20979.8,G,TRB,Specific Conductance
8/27/2021 22:57,20886.6,G,TRB,Specific Conductance
8/27/2021 23:12,20919.1,G,TRB,Specific Conductance
8/27/2021 23:27,20951.5,G,TRB,Specific Conductance
8/27/2021 23:57,21001.8,G,TRB,Specific Conductance
8/28/2021 0:12,21028.5,G,TRB,Specific Conductance
8/28/2021 0:27,21046.2,G,TRB,Specific Conductance
8/28/2021 0:42,21067.5,G,TRB,Specific Conductance
8/28/2021 0:57,21073.8,G,TRB,Specific Conductance
8/28/2021 1:12,21079.2,G,TRB,Specific Conductance
8/28/2021 1:27,21076.4,G,TRB,Specific Conductance
8/28/2021 1:42,20210,G,TRB,Specific Conductance
8/28/2021 1:57,19968.5,G,TRB,Specific Conductance
8/28/2021 2:12,19834.5,G,TRB,Specific Conductance
8/28/2021 2:27,19791.9,G,TRB,Specific Conductance
8/28/2021 3:12,19685.8,G,TRB,Specific Conductance
8/28/2021 3:27,19668.2,G,TRB,Specific Conductance
8/28/2021 2:42,19774.5,G,TRB,Specific Conductance
8/28/2021 2:57,19727.9,G,TRB,Specific Conductance
8/28/2021 3:42,19716.4,G,TRB,Specific Conductance
8/28/2021 3:57,19686.7,G,TRB,Specific Conductance
8/28/2021 4:57,19668.4,G,TRB,Specific Conductance
8/28/2021 4:12,19642.4,G,TRB,Specific Conductance
8/28/2021 4:27,19650.6,G,TRB,Specific Conductance
8/28/2021 4:42,19665.4,G,TRB,Specific Conductance
8/28/2021 5:12,19651.4,G,TRB,Specific Conductance
8/28/2021 5:27,19678.1,G,TRB,Specific Conductance
8/28/2021 5:42,19625.8,G,TRB,Specific Conductance
8/28/2021 5:57,19654.2,G,TRB,Specific Conductance
8/28/2021 6:12,19583.2,G,TRB,Specific Conductance
8/28/2021 6:27,19395.8,G,TRB,Specific Conductance
8/28/2021 6:42,19361.3,G,TRB,Specific Conductance
8/28/2021 6:57,19464.4,G,TRB,Specific Conductance
8/28/2021 7:12,19406,G,TRB,Specific Conductance
8/28/2021 7:27,19722.1,G,TRB,Specific Conductance
8/28/2021 7:42,19756.9,G,TRB,Specific Conductance
8/28/2021 7:57,19776.3,G,TRB,Specific Conductance
8/28/2021 8:12,19798.6,G,TRB,Specific Conductance
8/28/2021 8:27,19814.4,G,TRB,Specific Conductance
8/28/2021 8:42,19827.8,G,TRB,Specific Conductance
8/28/2021 8:57,19855.2,G,TRB,Specific Conductance
8/28/2021 9:12,19924.9,G,TRB,Specific Conductance
8/28/2021 9:27,20049.7,G,TRB,Specific Conductance
8/28/2021 9:42,20174.2,G,TRB,Specific Conductance
8/28/2021 9:57,20247.3,G,TRB,Specific Conductance
8/28/2021 10:42,20632.3,G,TRB,Specific Conductance
8/28/2021 10:57,20759.7,G,TRB,Specific Conductance
8/28/2021 10:12,20333.7,G,TRB,Specific Conductance
8/28/2021 10:27,20483.8,G,TRB,Specific Conductance
8/28/2021 11:12,20834.2,G,TRB,Specific Conductance
8/28/2021 11:27,20853.3,G,TRB,Specific Conductance
8/28/2021 11:42,20833,G,TRB,Specific Conductance
8/28/2021 11:57,20798.1,G,TRB,Specific Conductance
8/28/2021 12:12,20633,G,TRB,Specific Conductance
8/28/2021 12:27,20412.2,G,TRB,Specific Conductance
8/28/2021 12:42,19695.1,G,TRB,Specific Conductance
8/28/2021 12:57,19931.5,G,TRB,Specific Conductance
8/28/2021 13:12,20092.5,G,TRB,Specific Conductance
8/28/2021 13:27,20043.4,G,TRB,Specific Conductance
8/28/2021 13:42,20008.9,G,TRB,Specific Conductance
8/28/2021 13:57,19951.5,G,TRB,Specific Conductance
8/28/2021 14:12,19918.7,G,TRB,Specific Conductance
8/28/2021 14:27,19882.7,G,TRB,Specific Conductance
8/28/2021 14:42,19846.2,G,TRB,Specific Conductance
8/28/2021 14:57,19839.3,G,TRB,Specific Conductance
8/28/2021 15:12,19820.8,G,TRB,Specific Conductance
8/28/2021 15:27,19810.4,G,TRB,Specific Conductance
8/28/2021 15:42,19803.1,G,TRB,Specific Conductance
8/28/2021 15:57,19805.8,G,TRB,Specific Conductance
8/28/2021 16:12,19816.4,G,TRB,Specific Conductance
8/28/2021 16:27,19843.5,G,TRB,Specific Conductance
8/28/2021 16:42,19873.2,G,TRB,Specific Conductance
8/28/2021 16:57,19888.6,G,TRB,Specific Conductance
8/28/2021 17:12,19915.6,G,TRB,Specific Conductance
8/28/2021 17:27,19945.3,G,TRB,Specific Conductance
8/28/2021 17:42,19958.4,G,TRB,Specific Conductance
8/28/2021 17:57,19957.5,G,TRB,Specific Conductance
8/28/2021 18:12,19946.2,G,TRB,Specific Conductance
8/28/2021 18:27,19933.4,G,TRB,Specific Conductance
8/28/2021 18:42,19933.7,G,TRB,Specific Conductance
8/28/2021 18:57,19937.4,G,TRB,Specific Conductance
8/28/2021 19:12,19936.3,G,TRB,Specific Conductance
8/28/2021 19:27,19950.7,G,TRB,Specific Conductance
8/28/2021 19:42,19970.3,G,TRB,Specific Conductance
8/28/2021 19:57,19975.7,G,TRB,Specific Conductance
8/28/2021 20:12,19970.2,G,TRB,Specific Conductance
8/28/2021 20:27,19960.8,G,TRB,Specific Conductance
8/28/2021 20:42,19955.9,G,TRB,Specific Conductance
8/28/2021 20:57,19960.7,G,TRB,Specific Conductance
8/28/2021 21:12,20011.5,G,TRB,Specific Conductance
8/28/2021 21:27,20138.6,G,TRB,Specific Conductance
8/28/2021 21:42,20236.8,G,TRB,Specific Conductance
8/28/2021 21:57,20331.6,G,TRB,Specific Conductance
8/28/2021 22:12,20422.6,G,TRB,Specific Conductance
8/28/2021 22:27,20505.3,G,TRB,Specific Conductance
8/28/2021 22:42,20560.9,G,TRB,Specific Conductance
8/28/2021 22:57,20605.3,G,TRB,Specific Conductance
8/28/2021 23:12,20642.1,G,TRB,Specific Conductance
8/28/2021 23:27,20687,G,TRB,Specific Conductance
8/28/2021 23:42,20725.6,G,TRB,Specific Conductance
8/28/2021 23:57,20758.2,G,TRB,Specific Conductance
8/29/2021 0:12,20791.9,G,TRB,Specific Conductance
8/29/2021 0:27,20825.2,G,TRB,Specific Conductance
8/29/2021 0:42,20846.4,G,TRB,Specific Conductance
8/29/2021 0:57,20863.9,G,TRB,Specific Conductance
8/29/2021 1:12,20894.9,G,TRB,Specific Conductance
8/29/2021 1:27,20928.3,G,TRB,Specific Conductance
8/29/2021 1:42,20943.3,G,TRB,Specific Conductance
8/29/2021 1:57,20952.5,G,TRB,Specific Conductance
8/29/2021 2:12,20953.9,G,TRB,Specific Conductance
8/29/2021 2:27,20945.2,G,TRB,Specific Conductance
8/29/2021 2:42,20181.2,G,TRB,Specific Conductance
8/29/2021 2:57,20270.2,G,TRB,Specific Conductance
8/29/2021 3:12,20157.1,G,TRB,Specific Conductance
8/29/2021 3:27,20150.5,G,TRB,Specific Conductance
8/29/2021 3:42,19869.6,G,TRB,Specific Conductance
8/29/2021 3:57,19641.5,G,TRB,Specific Conductance
8/29/2021 4:12,19669.8,G,TRB,Specific Conductance
8/29/2021 4:27,19700.7,G,TRB,Specific Conductance
8/29/2021 4:42,19590.9,G,TRB,Specific Conductance
8/29/2021 4:57,19750.8,G,TRB,Specific Conductance
8/29/2021 5:12,19512.3,G,TRB,Specific Conductance
8/29/2021 5:27,19651.2,G,TRB,Specific Conductance
8/29/2021 5:42,19609.7,G,TRB,Specific Conductance
8/29/2021 5:57,19573.1,G,TRB,Specific Conductance
8/29/2021 6:12,19482.1,G,TRB,Specific Conductance
8/29/2021 6:27,19429.3,G,TRB,Specific Conductance
8/29/2021 6:42,19481.4,G,TRB,Specific Conductance
8/29/2021 6:57,19523.5,G,TRB,Specific Conductance
8/29/2021 7:12,19521.8,G,TRB,Specific Conductance
8/29/2021 7:27,19530.1,G,TRB,Specific Conductance
8/29/2021 7:42,19527.3,G,TRB,Specific Conductance
8/29/2021 7:57,19535.5,G,TRB,Specific Conductance
8/29/2021 8:12,19545.2,G,TRB,Specific Conductance
8/29/2021 8:27,19560.5,G,TRB,Specific Conductance
8/29/2021 8:42,19592.1,G,TRB,Specific Conductance
8/29/2021 8:57,19601.3,G,TRB,Specific Conductance
8/29/2021 9:12,19598.6,G,TRB,Specific Conductance
8/29/2021 9:27,19623.4,G,TRB,Specific Conductance
8/29/2021 9:42,19669.4,G,TRB,Specific Conductance
8/29/2021 9:57,19689,G,TRB,Specific Conductance
8/29/2021 10:12,19702.5,G,TRB,Specific Conductance
8/29/2021 10:27,19737.1,G,TRB,Specific Conductance
8/29/2021 10:42,19778.8,G,TRB,Specific Conductance
8/29/2021 10:57,19812.6,G,TRB,Specific Conductance
8/29/2021 11:12,19833.9,G,TRB,Specific Conductance
8/29/2021 11:27,19879.6,G,TRB,Specific Conductance
8/29/2021 11:42,19953.9,G,TRB,Specific Conductance
8/29/2021 11:57,19945.1,G,TRB,Specific Conductance
8/29/2021 12:12,19888.9,G,TRB,Specific Conductance
8/29/2021 12:27,19900.7,G,TRB,Specific Conductance
